ID,Modality,Content,Label,Source,Explanation,Category,Date
363,Text,"Intel has agreed to sell a 51% stake in its Altera programmable-chip business to Silver Lake for $4.46 billion, in the first major move under new CEO Lip-Bu Tan to revive the struggling American chipmaker https://t.co/ldbgHmdGtf https://t.co/pzBoIkJfSn",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
364,Text,"DaVita said on Monday it was hit by a ransomware attack that encrypted certain elements of its network, and some of its operations remained disrupted despite interim measures. https://t.co/lVmbyT4uyM https://t.co/Ymwy3N1qzL",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
365,Text,Two members of K-pop group Blackpink go solo at Coachella festival https://t.co/B9E9RI5vDi https://t.co/pmnYRVjz5o,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
366,Text,El Salvador President Nayib Bukele said he had no plans to return a man mistakenly deported from the United States as he met with President Donald Trump at the White House https://t.co/h78qQ2xyaT https://t.co/8gLR1EfDEW,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
367,Text,"Warner Bros Discovery has decided not to sell Polish broadcaster TVN, it said on Monday, drawing a line under speculation surrounding the future of the company, which is considered strategic by the Polish government. https://t.co/kcaHALicLw https://t.co/HbCx3svGhQ",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
368,Text,"Apple took the top spot for global smartphone sales in the first quarter on the back of the iPhone 16e's launch and strong demand in countries such as Japan and India, data from Counterpoint Research showed on Monday. https://t.co/ZQD2Dtx0Pl https://t.co/rFWMQHeynY",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
369,Text,"Europe is rearming itself. The EU's spending plans could include €150 billion of borrowing earmarked for investment in weapons and technology, a potential goldmine for defense manufacturers long an unfashionable investment as they were considered unethical https://t.co/rsKbvocLUd",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
370,Text,"🔊 @Breakingviews: From the 2008 crisis to Trump’s tariffs, governments and central banks have influenced asset prices. In this episode of The Big View podcast Mark Haefele, CIO of UBS’ wealth management unit, talks about the stark message for investors https://t.co/cvKnh0grdu",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
371,Text,Gloom in Barbieland as Trump tariffs drive up costs https://t.co/NvgYGdQ69u https://t.co/IbAmjfnUAV,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
372,Text,"“If he was trying to terrorize our family, our friends, the Jewish community who joined us for a Passover Seder in that room last night, hear me:…no one will deter me or my family or any Pennsylvanian from celebrating their faith openly and proudly.” https://t.co/79DeUukCdP",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Technology,
373,Text,".@TheJeffBridges: ""A couple years ago I had cancer, and then I had COVID, and the COVID made the cancer look like nothing. Chemo had stripped me of my immune system. I was right at the door, you know? People didn’t know if I was gonna make it.""  https://t.co/t6MY4g16Zo",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Health,
374,Text,@yashar “Bonesaw” bin Salman isn’t a reformer?,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
375,Text,To those who celebrate have a blessed Holy Week https://t.co/Qg5N0cFPog,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
376,Text,Arsonist targets governor of Pennsylvania:,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
377,Text,How new Celtics’ owner Bill Chisholm was shaped by Dartmouth soccer  https://t.co/gmcHyXYPRt,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Politics,
378,Text,"For anyone waking up and wondering why so many folks are joyfully dunking on a UFC fighter who got humiliated last night, here's why.",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
379,Text,Good game boys #Ringthebell https://t.co/ZYuvIGWPLE,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Sports,
380,Text,"Dozens of DHS staffers, including top FEMA officials, given lie detector tests over alleged leaks  https://t.co/KnTSZD5Wcn",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
381,Text,To be fair both major presidential candidates in 2016 stated their opposition to TPP. cc @MikeFroman,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Politics,
382,Text,Jealous,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
383,Text,"On this day in 1861, Confederate troops fired upon Fort Sumter and the US Civil War officially began.   https://t.co/Lj57kuXD7W https://t.co/aK1y9u754V",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Economy,
384,Text,"To those who celebrate, Happy Passover! https://t.co/zL1Zhmtc3k",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Technology,
385,Text,"Happy National Pet Day from Wilhelmina, Moose, Bear, and Clementine aka Tina. 🐱 🐶 https://t.co/XavLKjIiDz",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Technology,
386,Text,"On this day in 1951, President Truman relieved General MacArthur of his commands  https://t.co/cakF2l7lL0",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Politics,
387,Text,.@kaitlancollins and I moderated a town hall last night with 4 battleground district Members of Congress  https://t.co/BIDJzcQqDG,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Politics,
388,Text,Our pets are preposterous,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
389,Text,scotus opinion dropped  https://t.co/NF6cPo8COt,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
390,Text,"On this day 100 years ago, Charles Scribner’s Sons published F. Scott Fitzgerald’s THE GREAT GATSBY. A commercial disappointment, the book generally got good reviews, though Fitzgerald thought “not one had the slightest idea what the book was about.” https://t.co/q1ibIk4fVx",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Technology,
391,Text,https://t.co/jMCR9dLFBa,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
392,Text,@EsotericCD Come on board https://t.co/2TVWIH50JC,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Entertainment,
393,Text,https://t.co/pzSwbvIFaf,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
394,Text,TREA TURNER’S FIRST HOMER OF THE YEAR!!! @Phillies https://t.co/W6Mep5RXhN,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
395,Text,Trump telling the DOJ to investigate a widely respected former Trump administration official whom he fired for accurately attesting to the cyber security of the 2020 election.,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Politics,
396,Text,"interesting piece. basic conclusion is ""Trump administration has a point when it says that lower courts have grabbed too much power in blocking the president’s attempts to carry out his agenda"" &amp; it's a problem for presidents both D and R",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Politics,
397,Text,"Recalls the old story I first heard from @NormOrnstein, of “the freshman House member who refers to a member of the other party as ‘the enemy.’ A more senior colleague says, ‘No, he is just a part of the opposition. The Senate is the enemy.’”",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Politics,
398,Text,He’s 💯 about Chinese companies stealing intellectual property,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
399,Text,"Nightclub roof collapse kills more than 100 people in Dominican Republic, including former MLB players https://t.co/WgWP1z3Jdk",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Sports,
400,Text,John Fetterman: This Drug Changed My Life. More Americans Need Access  https://t.co/RAdo8cdLCf via @NYTOpinion,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
401,Text,https://t.co/oElePvbZLo,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Miscellaneous,
402,Text,Happy Cowbell-versary to those who celebrate  🐄 🔔,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Technology,
403,Text,THIS IS WHEN THE SCHWARBBOMBS WILL DEFINITELY DROP 💣 ⚾️ https://t.co/ohHChafHjv,Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",International,
404,Text,"Acting Internal Revenue Service Commissioner Melanie Krause informed her staff Tuesday she is leaving the agency amid internal chaos and the exodus of several senior IRS officials, sources tell ⁦@Rene_MarshCNN⁩  https://t.co/3NhcqUpG1E",Real,,"Tweet by Jake Tapper 🦅, a professional journalist with a reputation for factual reporting.",Science,
